"Timestamp","Køn (Gender) ","Alder (Age)","Hvor gammel var du, da du blev seksuelt aktiv? (How old were you when you first became sexually active?)","Hvad er din civilstatus? (What is your relationship status?) ","Er du i et åbent forhold? (Are you in an open relationship?)","Hvor tilfreds er du med dit sexliv? (How satisfied are you with your sex life?)","Hvor seksuelt eventyrlysten vil du sige, at du er? (How sexually adventurous would you say you are?)","Er du seksuelt aktiv i øjeblikket? (Are you currently sexually active?)","Hvor ofte har du normalt sex? (How often do you usually have sex?)","Onanerer du? (Do you masturbate?)","Hvor ofte plejer du at onanere? (How often do you usually masturbate?)","Ser du porno? (Do you watch porn?)","Hvor ofte ser du normalt porno? (How often do you usually watch porn?)","Har du nogensinde været i swingerklub? (Have you ever been to a swinger club?)","Sæt kryds ved alle du har besøgt. (Which one(s)? Check all that apply.)","Hvor mange gange har du været i swingerklub? (How many times have you been to a swinger club?) ","Hvordan fandt du klubben? (How did you find out about the club?) ","Ved dine venner at du swinger? ","Har klubben påvirket dine seksuelle interesser? (Has the club affected your sexual interests?)","Hvordan har det påvirket dine seksuelle interesser? (How as it affected your sexual interests?)","Har du nogensinde været til en sexfest? (Have you ever been to a sex party?)","Hvor mange gange har du været til sexfest? (How many times have you been to a sex party?) ","Hvordan fandt du disse sexfester? (How did you find out about these sex parties?) ","Ved dine venner, at du går til sexfester? (Do your friends know you go to sex parties?)","Har det påvirket dine seksuelle interesser? (Has it affected your sexual interests?)","Hvordan har det påvirket dine seksuelle interesser? (How as it affected your sexual interests?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Skriv eventuelle manglende kinks/interesser du har. (Write in any missing kinks/interests you participate in.) ","Hvor tror du, at dine seksuelle interesser kommer fra? (marker alt hvad der er relevant) (Where do you think your sexual interests have come from? (check all that apply))","Hvis du har andet du vil dele, eller kommentarer, kan du skrive dem her. (Any final thoughts you want to share?)"
"2022/06/03 9:39:56 AM GMT+2","Kvinde (Woman)","51 ","15 ","Single","Nej (No)","8","9","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Nej (No)","","Ja (Yes)","Tucan","6-10","Venner (Friends)","Ja (Yes)","Ja (Yes)","Mere afslappet. Grin. Naturlighed omkring min sexualitet ","Ja, Yes","2-5","Venner i swinger miljøet ","Ja (Yes)","Nej (No)","","Ja (Yes)","10","8","Ja (Yes)","10","5","Ja (Yes)","8","4","Nej (No)","","","Ja (Yes)","9","3","Ja (Yes)","7","3","Nej (No)","","","Nej (No)","","","Ja (Yes)","9","7","Ja (Yes)","9","8","Ja (Yes)","7","5","Nej (No)","","","Ja (Yes)","5","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Japansk bondage ","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners);Det har altid været en del af min seksualitet ","Det er meget få af mine venner der ved hvad jeg laver seksuelt. Den svar mulighed var der ikke. Selvom jeg har det godt med det, så er der mange der ikke forstå hvorfor. "
"2022/06/03 9:41:09 AM GMT+2","Kvinde (Woman)","22","16","Single","Nej (No)","8","7","Ja (Yes)","3-5 dage om ugen (3-5 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","7","1","Ja (Yes)","7","1","Ja (Yes)","8","1","Nej (No)","","","Ja (Yes)","6","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","9","4","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","9","2","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 9:44:24 AM GMT+2","Mand (Man)","28","15","I et forhold (In a relationship)","Nej (No)","7","8","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","8","5","Ja (Yes)","5","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","5","Ja (Yes)","6","4","Nej (No)","","","Ja (Yes)","4","3","Nej (No)","","","Ja (Yes)","7","7","Nej (No)","","","Ja (Yes)","8","1","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","4","2","","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 9:48:31 AM GMT+2","Kvinde (Woman)","24","16","I et forhold (In a relationship)","Nej (No)","6","4","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","En gang om måned (Once a month)","Ja (Yes)","En gang om måned (Once a month)","Nej (No)","","","","","","","Nej, No","","","","","","Nej (No)","","","Ja (Yes)","6","2","Ja (Yes)","8","3","Ja (Yes)","4","2","Ja (Yes)","7","5","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","5","Ja (Yes)","7","4","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Porno (porn);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 9:55:04 AM GMT+2","Kvinde (Woman)","22","19","Single","Nej (No)","7","4","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","Et par gange om året (A few times a year)","Nej (No)","","","","","","","Nej, No","","","","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","7","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 9:56:37 AM GMT+2","Kvinde (Woman)","27","19","I et forhold (In a relationship)","Nej (No)","9","4","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Et par gange om året (A few times a year)","Nej (No)","","Nej (No)","","","","","","","Nej, No","","","","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","",""
"2022/06/03 10:00:01 AM GMT+2","Mand (Man)","22","16","I et forhold (In a relationship)","Nej (No)","4","6","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Et par gange om måneden (few times a month)","Nej (No)","","","","","","","Nej, No","","","","","","Nej (No)","","","Ja (Yes)","5","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Temperature play (i mild grad)","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 10:18:12 AM GMT+2","Kvinde (Woman)","21","15","I et forhold (In a relationship)","Nej (No)","8","7","Ja (Yes)","3-5 dage om ugen (3-5 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","8","9","Ja (Yes)","7","6","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","2","Nej (No)","","","Ja (Yes)","5","8","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Porno (porn);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 10:20:52 AM GMT+2","Kvinde (Woman)","29","17","I et forhold (In a relationship)","Nej (No)","7","8","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","En gang om måned (Once a month)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","7","4","Ja (Yes)","7","2","Ja (Yes)","7","1","Ja (Yes)","8","3","Ja (Yes)","5","4","Ja (Yes)","9","3","Ja (Yes)","6","1","Ja (Yes)","7","1","Nej (No)","","","Ja (Yes)","5","6","Ja (Yes)","6","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","3","","Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners);Bøger også ","Nogle af “nej” svarende er baseret på at jeg ikke helt ved hvor jeg ligger fordi jeg ikke har prøvet det og ikke helt ved om jeg ville kunne lide det eksempelvis pegging"
"2022/06/03 10:32:16 AM GMT+2","Andet/vil ikke at svare (Other/choose not to answer)","23","19","I et forhold (In a relationship)","Nej (No)","8","6","Ja (Yes)","3-5 dage om ugen (3-5 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","7","4","Ja (Yes)","9","4","Ja (Yes)","9","8","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","1","Ja (Yes)","6","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","1","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 10:44:30 AM GMT+2","Kvinde (Woman)","28","23","I et forhold (In a relationship)","Nej (No)","9","4","Ja (Yes)","3-5 dage om ugen (3-5 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Nej (No)","","Nej (No)","","","","","","","Nej, No","","","","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 11:02:41 AM GMT+2","Kvinde (Woman)","27","16","Single","Nej (No)","9","6","Ja (Yes)","Dagligt, næsten dagligt (Daily, almost daily)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Nej (No)","","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","7","3","Ja (Yes)","8","3","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","5","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","6","","Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 11:08:46 AM GMT+2","Mand (Man)","25","17","Single","Nej (No)","7","7","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Nej (No)","","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","10","1","Ja (Yes)","10","1","Ja (Yes)","5","1","Nej (No)","","","Ja (Yes)","5","2","Ja (Yes)","7","1","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","1","Ja (Yes)","8","1","Ja (Yes)","5","5","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","1","Nej (No)","","","Nej (No)","","","Ja (Yes)","10","4","","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);I think sub/dom is quite natural. not necessarily stemming from something cultural - enforced or demonized by it - sure. ","Fedt at du undersøger sex :D"
"2022/06/03 11:17:44 AM GMT+2","Mand (Man)","34","17","","Nej (No)","1","7","Ja (Yes)","En gang om måned (Once a month)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","7","5","Nej (No)","","","Ja (Yes)","8","5","Nej (No)","","","Ja (Yes)","8","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","10","8","Nej (No)","","","Ja (Yes)","10","1","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Tantra ","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 12:13:26 PM GMT+2","Kvinde (Woman)","22","14","I et forhold (In a relationship)","Nej (No)","7","8","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","8","7","Ja (Yes)","7","2","Ja (Yes)","8","5","Ja (Yes)","4","4","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","1","Ja (Yes)","5","3","Ja (Yes)","5","4","Ja (Yes)","7","6","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","1","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","4","1","Ja (Yes)","7","5","","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 12:21:08 PM GMT+2","Mand (Man)","23","15","I et forhold (In a relationship)","Nej (No)","9","6","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","7","6","Nej (No)","","","Ja (Yes)","8","5","Ja (Yes)","8","2","Ja (Yes)","8","4","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","2","Ja (Yes)","7","6","Ja (Yes)","8","8","Ja (Yes)","9","9","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","7","","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 12:42:46 PM GMT+2","Kvinde (Woman)","36","17","Single","Nej (No)","4","6","Ja (Yes)","Et par gange om året (A few times a year)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Et par gange om året (A few times a year)","Ja (Yes)","Tucan","6-10","Venner (Friends)","Ja (Yes)","Nej (No)","","Nej, No","","","","","","Ja (Yes)","8","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","1","Ja (Yes)","4","1","Ja (Yes)","6","6","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","2","Nej (No)","","","Ja (Yes)","7","4","Nej (No)","","","Nej (No)","","","Ja (Yes)","9","1","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners);Barndoms traumer ",""
"2022/06/03 12:49:28 PM GMT+2","Kvinde (Woman)","24","19","Single","Nej (No)","7","7","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Et par gange om måneden (few times a month)","Nej (No)","","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","6","4","Ja (Yes)","7","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","4","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","3","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 1:46:42 PM GMT+2","Kvinde (Woman)","23","19","Single","Nej (No)","6","8","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","En gang om måned (Once a month)","Ja (Yes)","En gang om måned (Once a month)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","7","2","Ja (Yes)","7","2","","","","","","","Ja (Yes)","5","4","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","4","4","Ja (Yes)","7","4","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","","","","Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 3:21:35 PM GMT+2","Mand (Man)","46","21","Gift (Married","Nej (No)","8","7","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","9","7","Ja (Yes)","9","4","Ja (Yes)","5","3","Ja (Yes)","8","6","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Porno (porn)",""
"2022/06/03 3:46:48 PM GMT+2","Kvinde (Woman)","30","12","I et forhold (In a relationship)","Nej (No)","10","7","Ja (Yes)","3-5 dage om ugen (3-5 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Tucan;Dark Secret;CitySwingers;CitySwingers 2;Joys","10+","Søgt online (Searched online)","Ja (Yes)","Ja (Yes)","Primært bare med ny inspiration. Har fået lyst til at være sammen med mennesker, som jeg ikke tidligere har fundet attraktive. Har fået lyst til at udforske fantasier, fx at min kæreste sammen med en anden kvinde. Jalousi er stort set ikke-eksisterende for mig, når vi er klubben.","Nej, No","","","","","","Ja (Yes)","3","4","Nej (No)","","","Nej (No)","","","Ja (Yes)","4","1","Nej (No)","","","Ja (Yes)","5","2","Ja (Yes)","3","4","Ja (Yes)","5","3","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","7","Nej (No)","","","Ja (Yes)","5","4","Ja (Yes)","8","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","BBC, store pikke, facesitting, aldersforskel (kan godt lide ældre mænd - ikke gamle mænd)","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners);Genetik. Begge mine forældre er meget seksuelle mennesker.","Alle svar, hvor jeg skal angive, hvor meget jeg nyder noget og hvor ofte, kommer helt an på situationen. Det kommer an på dem, der deltager, hvilke dynamikker der er, kemien, hvor godt man kender hinanden osv. Jeg nyder fx ikke at se hvem som helst have sex. Emnet er spækket med nuancer."
"2022/06/03 4:35:37 PM GMT+2","Mand (Man)","30","17","Gift (Married","Nej (No)","5","9","Ja (Yes)","En gang om måned (Once a month)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","8","8","Ja (Yes)","6","2","Ja (Yes)","10","5","Ja (Yes)","9","2","Nej (No)","","","Ja (Yes)","6","2","Ja (Yes)","9","1","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","6","Ja (Yes)","5","5","Nej (No)","","","Ja (Yes)","8","1","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 5:26:18 PM GMT+2","Kvinde (Woman)","24","18","Single","Nej (No)","7","5","Ja (Yes)","En gang om måned (Once a month)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Nej (No)","","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","8","6","Ja (Yes)","9","5","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","4","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/03 5:27:42 PM GMT+2","Mand (Man)","31","19","Single","Nej (No)","5","7","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Dagligt, næsten dagligt (Daily, almost daily)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","8","6","Ja (Yes)","5","1","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","2","Ja (Yes)","8","3","Nej (No)","","","Ja (Yes)","9","7","Ja (Yes)","6","5","Ja (Yes)","7","7","Ja (Yes)","7","7","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","5","","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc)",""
"2022/06/03 6:10:27 PM GMT+2","Kvinde (Woman)","26","17","I et forhold (In a relationship)","Nej (No)","8","8","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Tucan;Dark Secret;Joys;Euroclub300 (lukket)","10+","Søgt online (Searched online)","Ja (Yes)","Ja (Yes)","Den har åbnet for nogle fantasier. Fx 3-kant.","Nej, No","","","","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","5","Ja (Yes)","7","4","Nej (No)","","","Ja (Yes)","7","4","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc)",""
"2022/06/03 6:12:40 PM GMT+2","Kvinde (Woman)","32","16","Single","Nej (No)","8","10","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Tucan","6-10","Venner (Friends)","Ja (Yes)","Ja (Yes)","Har fundet ud af jeg er til bdsm","Nej, No","","","","","","Ja (Yes)","8","8","Nej (No)","","","","8","6","Ja (Yes)","7","4","Ja (Yes)","7","4","Nej (No)","","","Ja (Yes)","7","7","Ja (Yes)","8","6","Ja (Yes)","9","9","Ja (Yes)","9","8","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","5","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","7","","Mine egen interesse for miljøet ",""
"2022/06/03 6:29:11 PM GMT+2","Kvinde (Woman)","42","17","Single","Nej (No)","9","9","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Dagligt, næsten dagligt (Daily, almost daily)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","Tucan;Swingland;Dark Secret;CitySwingers;CitySwingers 2","10+","Venner (Friends)","Ja (Yes)","Ja (Yes)","Blevet mere åben for selv at prøve det kinky/bdsm, nemmere ved at komme, mere udforskende, legende, springer mere ud i tingene  og meget mere","Nej, No","","","","","","Ja (Yes)","10","8","Ja (Yes)","10","5","Ja (Yes)","6","5","Ja (Yes)","5","5","Ja (Yes)","10","7","Nej (No)","","","Ja (Yes)","8","8","Ja (Yes)","8","5","Ja (Yes)","10","8","Ja (Yes)","10","8","Ja (Yes)","8","6","Nej (No)","","","Ja (Yes)","8","5","Ja (Yes)","6","5","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","10","5","Vakum forskellige steder på kroppen eller blive presset ned eller en kropsvægt oven på mig imens jeg har sex","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);Swingerklub",""
